From	To
Q8NEM8	340351
Q9BX63	83990
Q13023	9472
P60568	3558
P35658	8021
Q9NR33	56655
Q8N5F7	79576
Q96NZ1	121643
Q2M2I8	22848
O75390	1431
O95922	25809
Q68CR1	23231
Q8NC67	81831
O15525	4097
P13639	1938
P39210	4358
C9J9G2	57649
A0A0A0MSK3	6916
Q6NXP0	90288
Q15828	1474
O43399	7165
O43561	27040
Q8IU99	255022
P61024	1163
Q9BZM3	170825
Q9NZ45	55847
Q9NWL6	54529
P43657	10161
Q9HB40	59342
O76093	8817
P00915	759
Q86X95	9541
O00574	10663
Q8TDQ0	84868
F8VXI9	9815
O43462	51360
Q86UK5	132884
O95259	3756
Q8NI27	57187
Q86UR1	10811
P46379	7917
Q6ZTI6	100533183
Q6ZTI6	144347
Q9H4A6	64083
O60431	126370
Q9NZB2	23196
P46098	3359
O95050	11185
Q92847	2693
B4DDH2	65975
Q5T5U3	57584
Q93099	3081
P22732	6518
Q3KRA9	84964
P13645	3858
P46937	10413
G3V200	8499
A0A0R4J2E8	9782
Q9BQT8	89874
Q5VVM6	728621
Q9NQ34	56674
Q8WZ74	83992
Q9NV29	55273
Q9GZU7	58190
Q9BXR6	81494
P13762	3126
O15130	8620
P56730	8492
Q9NZ72	50861
Q6H9L7	145501
P23416	2742
Q9NR31	56681
Q6P5S2	352999
Q9GZN1	64431
Q99643	6391
P06454	5757
Q9BRS2	83732
Q9UEU0	10490
Q96EF0	55613
Q9Y2Q3	373156
Q9ULZ3	29108
Q14012	8536
Q8NAP3	253461
Q9UBN4	7223
Q9H172	64137
Q9HC36	55178
Q13029	7799
P10301	6237
B7Z3Z9	2180
P08476	3624
Q09666	79026
P17655	824
B4DRN8	253832
Q13243	6430
Q13444	8751
A1A4Y4	345611
Q86V35	164633
P43362	4108
P43362	728269
Q8N699	80177
O95672	9427
Q9NP84	51330
P17010	7543
Q9UMZ2	11276
Q92618	9658
Q5T0N1	118491
Q99880	8340
O96009	9476
Q9NYV4	51755
H3BT65	57019
Q15054	10714
Q13326	6445
A0A087WTB5	3570
P56182	8568
A6NCB9	2138
Q86WA9	284129
Q2PZI1	23333
Q5SW79	9859
P08910	11057
Q17RN3	147965
P85299	55615
P21741	4192
Q5T5P2	56243
O60741	348980
P12694	593
Q9H3H3	83638
O75452	8608
Q92979	10436
Q9H0H5	29127
Q96BI3	51107
Q9BZA8	83259
P43268	2118
A6NF83	389493
P59910	374407
Q9UKG9	54677
O43167	9841
Q16520	10538
Q8IUB2	140686
A0A0C4DH75	4355
Q07617	6674
P25092	2984
E9PDE8	22824
Q6UX39	401138
P28324	2005
Q9Y2M5	27252
Q5HY92	55137
Q8N594	84954
B7Z3L6	9154
P20264	5455
Q9H1M0	54830
B7WNX0	51111
Q09019	1762
Q8IU68	147138
P16860	4879
Q15004	9768
Q7Z3T1	343171
P62316	6633
O15484	726
Q8N4N3	79786
Q8TCT0	64781
Q8TB73	79625
Q86Z23	338761
E9PG22	79598
Q99732	9516
Q92563	9806
A0A0A0MR66	8241
P62487	5436
Q5VX71	55061
Q86YI8	148479
B7Z683	29
O14746	7015
Q14934	4776
Q8N9N2	51008
Q07699	6324
Q96S82	84993
J3QKQ6	7678
Q99952	26469
Q8WXE0	57513
Q7Z4H9	84792
P61962	10238
P05186	249
A0A0C4DFN1	55669
O95630	10617
Q96SA4	347735
Q76NI1	85442
Q9Y512	25813
Q86UN3	349667
Q6IN85	55671
A6NED2	91433
Q9NVZ3	55707
Q8N9F0	339983
Q9H6D7	54930
P12104	2169
E9PBP6	4547
O60524	9147
Q8IUQ4	6477
P31948	10963
Q16563	6856
O15244	6582
Q8TEM1	23225
Q5VUA4	24149
Q9BTT6	55227
Q96HD1	78987
Q9P2E9	6238
Q05469	3991
Q6AI14	389015
Q9NZ09	51271
Q8WTW3	9382
Q9BX68	84681
Q693B1	147040
Q5T4D3	84899
Q9C0A6	55209
Q5TZ20	391211
Q9NTK5	29789
E7EX82	80012
Q9NRC9	56914
Q86TI0	23216
Q9Y4U1	25974
Q9H173	64374
Q14995	9975
A0A087X2J2	127829
Q5T4T6	221711
Q8WVP5	126282
Q9P0G3	43847
Q9BR01	25830
Q58A44	542767
Q8N3G9	222865
Q86XE5	112817
Q6BCY4	51700
Q9NVV9	55145
Q9H8H0	25926
O95972	9210
P49765	7423
P48547	3746
Q12834	991
Q8N7U6	151651
Q8TAA9	81839
Q9BQI3	27102
Q9H8Y1	55237
Q9H013	8728
J3QSY4	55651
Q9UKR0	43849
O95235	10112
O60907	6907
P0CG47	7314
Q9UBL6	27132
A8K855	84455
P49069	819
J3KSS9	1236
O60565	26585
A0A087WZ84	374900
Q15046	3735
Q6SJ93	374393
Q9H9J2	65080
A0A0C4DFX3	11117
Q8N4L8	149473
Q5XG87	11044
Q9NVM1	55194
A6NFY7	644096
Q96DU3	114836
P02760	259
Q8NAT1	84892
Q9NPE3	55505
Q9H741	79794
Q9H0A8	54939
Q9UN19	27071
Q76N32	23177
Q13433	25800
Q8N2G8	84514
Q9NRL2	11177
Q969M2	84694
Q9H9S0	79923
Q9NRK6	23456
Q8WXS8	140766
Q01814	491
P52735	7410
Q3KR37	57476
Q7Z403	11322
Q9H3U7	64094
A0A096LNV2	90342
Q9BTP6	79413
Q8TF74	147179
Q9ULM2	57474
P52739	7690
Q9Y2C4	9941
P42336	5290
Q569K4	151126
Q5JRJ2	1831
Q9UHF4	53832
Q8N819	147699
Q8NI36	134430
P21128	8909
Q01629	10581
P41091	1968
Q13415	4998
Q6P1M9	64860
Q9BQ15	79035
Q6UUV9	23373
Q5T481	282996
A0A0B4J1W2	131540
Q9HBU6	55500
O94907	22943
Q9UKJ8	8747
P41968	4159
A0A087X2D5	84311
Q8WVZ9	84078
Q6ZP82	285025
Q96DT7	65986
P63211	2792
O00483	4697
O00233	5715
O60885	23476
Q7Z3B1	257194
Q86Y33	166979
Q15599	9351
O15294	8473
P16410	1493
P78527	5591
Q16222	6675
O94811	11076
Q7Z3K3	23126
Q5JXX7	203562
Q5BVD1	79669
P29353	6464
Q9Y6X3	23383
Q9UBU8	10933
Q9P2I0	53981
O95140	9927
P23582	4880
P05814	1447
O60879	1730
P17936	3486
Q96BD6	80176
Q10471	2590
Q9H9A5	25904
P78324	140885
Q9NP80	50640
A0A087WUH1	80128
A6H8Y1	55814
Q16849	5798
P78536	6868
Q8WXU2	161582
A6NDA9	340745
P29275	136
A0A024RCL3	100507436
Q02221	1339
Q9BX40	149986
P36575	407
Q12841	11167
H3BMP2	51283
Q8WXX5	23234
Q01650	8140
Q03164	4297
P16930	2184
P0CW18	646960
Q6ZNE5	22863
P0C851	644139
Q02078	4205
Q96KA5	81037
Q07002	5129
A8K878	7873
P98171	393
Q8NGR3	392392
Q9BZH6	55717
Q96P50	116983
Q3KNW5	345274
Q96MV1	148534
P79522	80742
Q9Y2H1	23012
Q9H9G7	192669
O14604	9087
F5GZG6	27010
Q63HK5	57616
Q14114	7804
O95479	9563
Q8NE62	55349
Q9Y6R0	9253
Q01082	6711
Q96N95	252884
Q10586	1628
P05556	3688
Q9P121	50863
Q969I3	92292
Q8WY21	114815
Q96F86	80153
Q96JM3	283489
Q5FWF5	114799
A0A087X1D5	10699
H7BXT3	5046
Q8N126	57863
Q5W5W9	389075
Q15527	6835
Q96IG2	84961
Q13203	4608
P28482	5594
O60547	2762
Q9HBH5	57665
G3XAL1	10392
Q8TD06	155465
Q11130	2529
O43301	259217
Q15637	7536
A7E2Y1	57644
Q13304	2840
O75881	9420
P06340	3111
P61916	10577
Q8IUA0	90199
A0A087X1X9	60682
P49418	273
Q8NFU4	260436
Q8N0T1	401466
A1L157	441631
Q6X4U4	25928
P35813	5494
Q9HC57	58189
Q69YG0	131616
Q9UKZ1	55571
Q96BD8	220134
O14966	8934
P49795	10287
P35659	7913
Q96JC9	85403
Q9NXS2	54814
P45877	5480
Q8WVP7	64327
Q9BTL3	83640
Q6DKI7	79037
Q86YH6	57107
P35453	3239
Q9Y3V2	25950
P35442	7058
F8WDZ3	112616
P42262	2891
A5D6W6	161247
Q8IZC7	94039
P05060	1114
Q8NCL9	164284
Q92874	1775
Q7Z410	360200
Q96RF0	112574
Q9UN75	56137
Q96QC0	5514
Q5T9C2	399665
Q96G30	112609
Q9NQR1	387893
Q9BWM5	55659
B7Z645	10492
P09467	2203
P15391	930
Q07021	708
Q8TCT1	162466
J9JIE5	4779
O75439	9512
Q96SB4	6732
Q96C23	130589
O15013	9639
Q7L211	84945
Q9UD57	390010
Q9BX73	83877
Q9H254	57731
O75379	8674
O14792	9957
Q9Y3N9	26692
Q8TDB6	151636
Q6ZMD2	201305
P15018	3976
P08F94	5314
P48552	8204
P14902	3620
P54652	3306
Q5W0U4	54836
A0A087WWR3	374875
Q96G91	5032
Q9GZN6	28968
O75335	8497
O75795	7367
P80294	4496
O15240	7425
Q8N4Q0	284273
Q9BSR8	84272
P45381	443
Q9H0B8	83716
P50219	3110
Q8IWU6	23213
Q12933	7186
P48163	4199
P04196	3273
Q9BV23	57406
Q96IW2	56961
Q9H3L0	27249
Q9UHW9	9990
Q9C0D9	85465
A0A087WUT8	10675
Q147X3	122830
Q8TCC7	9376
Q9UNQ2	27292
P05386	6176
Q3I5F7	641372
E9PDJ9	22998
Q99963	6457
Q99853	27023
Q15424	6294
Q8N8D1	10081
Q6Q8B3	344807
Q6ZWB6	386617
Q7RTS5	347741
A0A0A0MRP6	6594
Q8N823	81856
A0A024R154	54886
E7EVJ3	3340
Q96QA6	388403
O15335	1101
Q9NQ88	57103
Q6ZN84	60494
P51159	5873
Q9P1W3	57156
Q86UE4	92140
P13765	3112
Q8WXF0	135295
J3KQC8	27300
Q9C0C9	63893
Q02535	3399
P21462	2357
Q8TF17	79628
Q9NRD5	9463
Q5TBC7	440603
Q7Z4V0	220929
P01233	1082
P01233	93659
P01233	94115
P01233	94027
P14136	2670
P09525	307
Q7Z3A3	9915
Q5T7N2	54596
Q7Z6V5	134637
Q02413	1828
Q9NR34	57134
Q13490	329
P19876	2921
Q8N9Z9	160492
Q63HM1	125061
Q6PIW4	63979
P47736	5909
Q8WWN9	26034
Q6UUV7	64784
Q14147	9704
Q9C0C7	55626
P78362	6733
Q6P589	79626
P23415	2741
Q8N693	80712
Q8WUG5	51310
Q8NAM6	201516
A0A087WUW0	25776
E7ESS3	79089
A0A024R3B9	1410
Q96AP4	221302
O60931	1497
P20020	490
Q86V21	65985
O00214	3964
Q5K4E3	146547
P30154	5519
Q2XQZ0	170690
Q9BTE6	100885850
Q9BTE6	80755
Q494U1	84069
Q9HAE3	79645
Q9BY44	83939
Q5VWZ2	127018
Q8IZP7	266722
Q02779	4294
Q9UPY8	22924
Q6IB77	10249
P81605	117159
Q9Y281	1073
P36980	3080
G3V1P5	51586
P05165	5095
O60812	343069
Q8IW19	200558
Q9BV19	79078
Q5THJ4	55187
B0QYP2	23492
Q9UDX3	284904
Q9Y237	5303
P41595	3357
Q8IX90	221150
Q9NZ42	55851
Q96EP1	55743
P49792	5903
Q8N205	163183
Q9H4D5	56000
K7ERG9	1675
B7Z7D2	53
Q3LI58	337977
Q16851	7360
Q709C8	54832
Q13330	9112
Q9Y3Q4	10021
Q02952	9590
Q8WXI3	136371
Q92973	3842
Q8WYP3	54453
O00194	5874
P63272	6827
Q71RH2	83723
Q6PID6	23548
P16444	1800
Q8TEV9	140775
P0C1H6	286436
P31269	3205
Q9NX45	100526761
Q9NX45	54937
O75822	8669
P01589	3559
Q6L8G8	440050
Q9UPX8	22941
Q8WW36	389874
O60303	23247
Q14916	6568
Q13503	9412
O60502	10724
A0A0B4J2C2	22839
Q96KQ4	23368
Q9NZV6	51734
P59827	149954
E9PGQ0	9673
P52907	829
Q8N8F7	286006
Q8TE69	91966
O94898	9860
O15042	23350
O95864	9415
P21673	6303
Q8TAG9	54536
G3XAK1	4485
Q9NQX7	81618
Q6AI12	91369
Q9HAY2	64110
Q9NQC7	1540
Q8NC42	284996
Q8N9R8	286205
Q13464	6093
Q9BXC9	583
Q8IZX4	138474
Q02447	6670
P49146	4887
A0A0A6YYC2	127933
Q8WV48	203260
Q6ZSZ6	10194
P55268	3913
Q9Y2A9	10331
G3V145	195814
Q9P266	57608
Q8NCE0	80746
Q96LI5	246175
P0C0S5	3015
Q8NEY1	89796
Q9P291	51309
Q86UW8	404037
P30989	4923
Q96GF1	91445
P55265	103
Q96QG7	66036
Q14541	3174
Q15744	1053
P43220	2740
B4DXX4	157777
Q9HB58	3431
P35612	119
Q9BTV4	79188
B4DFJ8	6563
Q96II8	84859
H3BQR2	10101
O15457	4438
Q9NQ40	113278
Q9NXF8	55625
Q15078	8851
Q96PD4	112744
Q92989	10978
P02708	1134
Q86WG3	85300
A0A087WYF6	387680
E9PFI4	9079
Q6UWU2	79411
P30793	2643
Q6XZB0	149998
O60347	23232
O94992	10614
Q9H9Q4	79840
Q96HU1	27352
Q5T752	353134
Q06330	3516
A0A0C4DGM5	64397
P40227	908
O75575	27297
Q7L7L0	92815
P39023	6122
P48664	6511
Q13342	11262
Q99719	5413
H0YKC8	10518
P17735	6898
K7EQG9	5771
Q3MIT2	150962
Q9Y2X0	10025
Q9C005	84661
Q9H079	79768
Q9NWQ8	55824
Q15582	7045
Q9H6I2	64321
O43823	10270
Q9UPN7	22870
Q9NX38	54942
Q96I23	100996939
Q9BYJ0	83888
Q5VYY2	340654
P02675	2244
Q9BS40	56925
Q68CR7	339977
Q9UBB5	8932
P59540	259292
Q96C19	79180
O00443	5286
P01833	5284
Q7Z569	8315
G5EA06	23107
P52564	5608
O60486	10154
P00568	203
O15554	3783
O96006	9189
Q8TAA1	122651
Q8NC96	25977
Q9NVL1	55199
O00472	22936
Q7L513	84824
Q9H0R1	55745
O95156	11249
Q8NAV1	84950
Q8NBP5	84804
Q8NF50	81704
Q9HCM9	56658
Q9HCN6	51206
Q969Y0	91775
Q7Z2F6	124411
B7ZM65	57661
Q9BW66	51550
O76013	8689
A0A0A0MTS4	84527
O14737	9141
Q8NEN0	84071
Q8NFI3	64772
Q8NGX2	403244
Q7Z6M2	254170
P02768	213
Q8NGN6	390265
Q9NUP9	55327
P60852	22917
A0A0A0MQS9	3910
Q9Y252	6049
Q14978	9221
A1A5B4	338440
Q16643	1627
O14867	571
Q9H672	140460
P43686	5704
O43396	9352
Q9UGQ3	11182
Q6ZNA1	162962
F8W7T7	51710
P00995	6690
Q99676	7738
P51532	6597
P78337	5307
Q53G44	10964
Q8ND30	8495
Q8WUY1	51337
Q14449	2888
Q9H7C4	81493
P01112	3265
P58743	375611
Q8IVJ1	254428
P62258	7531
Q96MM6	116835
P33241	4046
P31350	6241
Q7Z4I7	55679
P63313	9168
P55056	346
Q9BUG6	79149
Q9C0B0	85451
G5E9W0	51365
P08473	4311
O60248	6665
Q9BT81	83595
Q13492	8301
Q86VP1	8887
Q9HCC0	64087
Q9NRS4	56649
P50897	5538
E9PEJ6	23250
Q7Z412	55670
P82664	55173
Q13472	7156
P19784	1459
A0A0C4DFS1	1302
Q93096	7803
O95970	9211
Q7L266	80150
Q06945	6659
Q9BZQ4	23057
Q9BRS8	55323
Q7Z6Z6	150379
F5H7P7	23398
Q6PEZ8	79883
Q9Y6Y9	23643
Q8N9W6	66037
Q9Y2Z2	25821
Q15777	744
A0A087WW23	241
P10646	7035
Q9NQ38	11005
P62068	64854
P43897	10102
O60930	246243
Q04637	1981
P00558	5230
P51116	9513
Q02962	5076
Q15528	6837
Q6ZMN7	29951
Q96MN2	147945
Q502X0	729967
Q13496	4534
Q9BZE4	23560
Q92934	572
A5PLL1	340120
A0A0C4DGJ4	11163
A0A087WU07	440574
Q86TM6	84447
Q9UL54	9344
Q9UQ35	23524
Q5ZPR3	80381
A5YM72	57571
O43488	8574
Q96BY9	51669
Q8TE85	57822
Q8NFQ5	128859
O75093	6585
P01042	3827
Q14872	4520
Q8WWT9	64849
Q969J3	118426
Q14999	9820
Q8IWK6	166647
Q9Y394	51635
O00232	5718
P31629	3097
Q13616	8454
P30049	513
A0A087WXL6	55823
P46091	2825
P0DMV8	3303
P0DMV8	3304
Q6U7Q0	79692
O15217	2941
P00742	2159
Q03169	7127
O43172	9128
P14091	1510
O94842	9878
P61106	51552
Q9Y6G1	28978
Q9NSY2	80765
Q60I27	259173
P20366	6863
O00237	7844
Q9NUZ1	55289
Q9H8X2	64768
Q13371	5082
Q68CZ6	79441
Q9BUX1	79094
Q9UNG2	8995
Q9C093	79925
Q15771	27314
P0DJI9	6289
Q8NGE1	341418
Q9H0P0	51251
P0C0L4	720
P0C0L4	721
P08574	1537
Q9H2F3	80270
P41219	5630
P49914	10588
O43298	23099
Q8TAE7	170850
Q15642	9322
Q86YT9	120425
Q8IUH5	23390
Q86SE9	84333
Q96PE2	9828
Q93063	2132
B5MCR8	55676
Q5VTH9	79819
P32189	2710
Q8ND94	221091
Q9NQ48	54585
P40394	131
Q9BXI3	84618
Q96R06	10615
O43257	10467
Q6UWP2	79154
P18505	2560
Q86SQ7	10806
Q9UKI9	25833
Q9Y6H3	91419
Q5JSH3	54521
B1AK85	832
P15822	3096
Q6IPR1	144363
P14151	6402
Q9BTE1	84516
O15357	3636
Q6P3W7	55681
A0A0A0MS52	818
Q9Y577	51127
Q6P3S6	54455
Q9H0R5	2635
Q13349	3681
Q8TD30	84706
O14948	22797
Q9UIG4	170680
O00222	2918
Q5VVQ6	55432
Q9ULC4	28985
O15318	10622
P10768	2098
B4DHQ6	6717
Q9UKV0	9734
Q6ZSS3	285268
P78325	101
G3V213	204
Q5T2S8	55130
B4DX41	51265
E9PKS9	51399
H3BST3	9399
Q32P44	256364
Q15019	4735
Q9UJ99	64405
F5H189	57128
P55789	2671
Q8WV44	90933
Q8TEC5	153769
Q9BWD3	26071
G5E9L0	84364
Q92949	2302
Q14249	2021
Q562R1	345651
Q7Z4V5	84717
P14415	482
P24387	1393
P36957	1743
Q08ER8	125919
Q05519	9295
Q08462	108
Q14573	3710
O75140	9681
Q8NCK7	162515
Q8IUL8	148113
B4DP62	6576
P51784	8237
Q9H7N4	58506
Q92901	6123
Q8IWR0	29066
Q8N7F7	164153
P18507	2566
O95947	6911
Q00013	4354
Q8TCJ0	26260
O95568	92342
Q8TF01	25957
Q9UBY5	23566
P03928	4509
Q53QV2	81606
G3XAN8	26521
Q8N394	160335
O43687	9465
O95183	10791
Q969J2	387032
Q2TBC4	29964
Q86UW9	113878
Q2M1V0	91464
Q7Z3B0	643155
Q9GZX7	57379
Q52LC2	92270
Q9NZC7	51741
A6NGA9	338949
Q9ULH7	57496
P35555	2200
Q6PJG9	78999
O75911	9249
G5EA36	996
Q9NPG4	51294
Q14590	9310
Q8IVM0	152137
A6NI15	343930
Q8IYJ3	84958
F8W7S1	374986
P57059	102724428
P57059	150094
P57052	54033
A0A087WYD5	2967
D6RI10	6691
Q8WXW3	10464
F1T0B5	23746
Q9UMS0	27247
P30203	923
P37023	94
Q6P4A8	79887
E9PKE2	338699
P48454	5533
Q9Y6N5	58472
Q9NRG0	54108
Q03393	5805
F5GY04	646
P82251	11136
Q86TX2	641371
Q10713	23203
Q9BRP7	91893
Q8NFP0	222659
Q16558	3779
Q2VYF4	137994
P29034	6273
O75448	9862
P23511	4800
O14686	8085
Q8N6T7	51548
Q6ZN54	54849
Q9BYV7	83875
P36402	6932
Q99943	10554
Q5H8A3	129521
Q9UQR0	10389
O15072	9508
Q9H987	79933
Q9Y4X5	25820
Q9H7E2	81550
P51580	7172
P30041	9588
Q93073	9728
P48745	4856
A6NGB9	644150
Q6PCB7	376497
P20849	1297
Q9UJM3	54206
Q8TCS8	87178
Q9NS28	64407
Q9BXT8	56163
Q9UI26	51194
F5H3H7	5986
Q96JZ2	84941
Q9GZU8	80011
P50443	1836
Q9H9A7	80010
Q9BW19	3833
Q96MW7	200765
Q13042	8881
Q9H0R6	55278
Q5MIZ7	57223
Q9Y342	51090
P38405	2774
Q9HAD4	55255
A6NJH9	9086
P24158	5657
Q04724	7088
O15431	1317
Q9H0R3	84065
Q9NRC1	7982
O15372	8667
Q8N3X1	23360
Q8IZF7	222611
Q96LP2	153643
O94889	23276
O00182	3965
Q03181	5467
Q504Y3	152098
Q9NW08	55703
O43612	3060
P62837	7322
P52294	3836
Q86UX7	83706
O75311	8001
Q9H7P6	89853
Q9BRK4	84445
Q9Y548	54432
Q9HCP6	57467
G5E9L6	56927
Q9UM07	23569
Q9UNA1	23092
Q8IZM9	145389
P20036	3113
E9PFR9	221178
Q96JW4	84102
Q6ZVD8	23035
Q86UA1	55015
O43181	4724
Q99811	51450
O95073	100861412
O95073	25788
C9JJX6	421
A7MCY6	9755
Q9UN76	11254
P05120	5055
O15432	1318
Q6PDB4	400713
Q9UEW8	27347
Q96N46	151613
Q96FZ7	79643
Q9UK73	10116
Q14190	6493
P25942	958
P43681	1137
Q9NWT8	54998
Q53GT1	84861
Q9UNX4	10885
E9PG37	50650
Q8N6Q8	84190
P31274	3225
A0A087WUF9	6512
O15127	10066
P01266	7038
Q15818	4884
P33552	1164
Q9H1E5	56255
Q9BU61	25915
Q96S97	91663
O76096	8530
P00367	2746
Q9P265	57609
Q9GZT5	80326
O15347	3149
Q9BZD4	83540
Q06136	2531
Q3B7T3	146227
Q8N0Z9	54621
Q8WWY3	26121
Q9H8V3	1894
O75626	639
A0A0A0MSF9	253635
B7ZKJ3	2044
A0A0C4DFN2	2646
P19367	3098
Q9UBS9	51430
P35606	9276
Q9Y5H2	56105
O00408	5138
Q99525	8369
B4E0K5	1432
A6NHN0	131149
P98187	11283
Q9UBB4	25814
H7BYP4	93349
P50914	9045
Q9H6L5	54463
O15540	2173
Q5VYV0	442425
Q1ZYL8	113177
Q9H3P7	64746
Q15782	1117
Q6UXG3	146894
P10828	7068
O60762	8813
Q9NU39	200350
O75394	9553
Q7L3S4	51333
Q8N1E2	129530
Q15120	5165
P60602	140823
Q8NI37	160760
P08100	6010
Q9BW61	79016
Q9NRJ7	57717
Q495Y8	441273
Q8TEH3	57706
Q9BVK2	79053
Q5TDE2	79639
P56134	9551
E7ETB3	23549
P27144	205
Q9GZS1	64425
Q96HH9	65983
A0A087X1G1	4698
Q05048	1477
Q13445	11018
O00154	11332
Q03111	4298
Q6ZN06	126017
P34896	6470
W5XKT8	147650
P39880	1523
P35212	2701
Q4VC05	605
O43915	2277
Q7Z5L0	284013
Q9NPH5	50507
Q96A22	91894
Q5TA76	353142
O15370	6666
Q13882	5753
Q8TBQ9	153339
Q9Y4L1	10525
O00522	889
Q9Y6L6	10599
J3QKQ4	11314
Q9BQQ7	83597
Q9BUB7	54968
Q9Y6F8	253175
Q9Y6F8	9085
Q9UBG3	49860
P17861	7494
A0A096LP44	338382
Q86UZ6	140685
Q9NZQ7	29126
Q9UHC6	26047
Q96B77	25880
Q9NWF4	55065
Q99500	1903
Q8WW35	255758
Q9NPD8	29089
P15291	2683
Q9NRX4	29085
Q96NC0	153527
Q969F1	112495
Q9BXJ5	114898
Q9H4Z3	63935
Q96T17	256714
Q9H596	63904
O14843	2865
Q8TEA8	92675
Q8NFW1	169044
Q86XA0	124512
P28068	3109
Q9UHC1	27030
O43559	10817
Q53ET0	200186
O94952	23014
Q9NRY4	2909
E9PLX9	159989
Q5JR12	333926
Q6UXL0	53833
P32247	680
Q8N587	93134
O60320	23359
Q9NS18	51022
P0CE72	654231
O77932	1797
O00423	2009
Q49A17	442117
Q13461	2301
A0A0U1RR07	54843
Q9UJA5	51605
A0PJX4	152573
O94967	22911
A0A0C4DFY7	23491
Q99496	6045
O43827	10218
Q9UN86	9908
Q8IUX8	25975
Q8WYB5	23522
B7Z9H7	202374
Q6S5L8	399694
Q8N1B3	92002
Q13103	6694
A8MYT4	5289
O95273	23582
Q8N9U0	123036
O94812	8938
Q9NSC2	6299
A0A087WX43	79868
O00767	6319
Q86Z14	152831
P23490	4014
E7ETY7	493869
Q15493	9104
P15085	1357
P20138	945
O75121	9848
Q8N446	283933
Q9BQA5	25988
B3KT46	124491
Q86SS6	143425
O95180	8912
O95190	4947
P49238	1524
Q9HC84	727897
Q3T906	79158
Q69YZ2	399474
Q9BQ83	548593
Q9BQ83	79008
Q7Z7H8	124995
P46531	4851
P35228	4843
Q7Z5L3	165257
P46095	2830
Q9UHG2	27344
P50458	9355
Q9C075	25984
P62879	2783
Q9Y4E5	26036
Q7Z7K0	152100
Q96P64	119016
Q99946	80863
P57071	63977
Q2WGJ9	654463
Q96DA0	124220
P58012	668
Q9NP71	51085
Q14894	1428
Q8N5U6	9921
F8VXY3	4938
O95278	7957
Q8NH53	79473
Q8TCU5	116443
P21549	189
Q9NWD9	56271
P17480	7343
O43791	8405
Q8N0Z2	137735
G5E968	1113
Q9BUP3	10553
P40222	200081
Q9Y4K0	4017
P08758	308
Q8IYM2	55106
B7Z7B0	10898
Q9BW85	55702
P78537	2647
E9PP00	85463
A4D2B0	255374
Q96PC5	4253
Q9UQ84	9156
Q9H898	79698
Q5SZL2	387119
Q8NDD1	128061
Q8N6R1	387923
Q3MII6	4943
A0A0A0MSI3	9317
Q96FT9	112752
P61927	6167
Q2TB10	168850
I3L3W6	23125
Q7Z7J5	151871
P0DH78	643596
A0A0D9SG71	7319
Q86TL0	84971
Q8NBK3	285362
Q14213	10148
Q99469	6769
Q96MI9	123624
O60239	9467
Q9Y697	9054
Q86SE8	10361
Q8N7P3	53842
Q14982	4978
Q9BYD1	28998
Q8NFV4	83451
P29218	3612
Q96BN2	117143
Q0P6H9	80021
A6NH21	619189
P14174	4282
B3KSB0	22916
O94972	4591
Q9H0N0	84084
B8ZZX6	55240
P01374	4049
Q8TB52	84085
Q1T7F5	147658
Q86T03	90809
P51884	4060
Q8WUP2	54751
Q5T0B9	149076
P25788	5684
Q13352	23421
Q5JU85	23096
Q02127	1723
Q9P2M1	55805
B7Z8V7	133686
P50238	1396
Q96BD5	51317
Q96AZ6	3669
Q96CB9	387338
Q00444	3222
Q96CX2	115207
Q8TDY4	55616
O95197	10313
A0A0C4DGP0	26207
Q6NT76	79618
Q96EI5	79921
P57771	85397
P0C7M4	727940
Q9UQ13	8036
P54750	5136
Q14938	4784
Q8N2G4	116372
Q13751	3914
P47775	2835
Q6UWF9	389558
Q96A35	79590
O95858	23555
A0A0C4DFQ2	403341
P24530	1910
Q15858	6335
Q9Y5J6	26515
Q9HCR9	50940
P25398	6206
A6NHG9	403273
Q86T13	161198
P04746	279
O15239	4694
A0A087X1I7	441871
A0A0A0MSC5	2492
Q9P2S5	49856
Q6ZTN6	338692
Q9C0E8	80856
Q8TC99	54752
Q15438	9267
Q8NCI6	112937
Q6PH85	55208
O00534	4013
B5MC27	130814
Q13591	9037
Q8NHQ8	11228
A0A0A0MTN0	8453
Q9NYS0	28512
Q5T1A1	127579
P58872	162494
Q14508	10406
A1IGU5	389337
A0A0C4DFW2	3621
Q8NGY1	128368
Q8NC56	221496
Q9Y385	51465
P07197	4741
P02652	336
Q6AHZ1	9849
O94885	23328
Q9H257	64170
Q9HCE0	57724
O60669	9194
Q8IXM2	124944
P10827	7067
Q9Y3A2	51118
Q9H299	83442
A0A075B6E4	9686
J3KSZ3	388335
C9JL75	9772
O15247	1193
P28908	943
Q15545	6879
Q5VTL8	55119
Q8IXF9	375318
Q96LL9	84277
Q498B9	171023
P14207	2350
Q7L8C5	57586
Q52WX2	388228
P36551	1371
Q3KQV3	126375
Q9H501	51575
Q17RB8	91694
P21854	971
A6PVS8	127255
P20807	825
P35241	5962
P42685	2444
P51811	7504
Q86Y82	23673
Q13148	23435
Q99447	5833
Q9NP61	26286
Q9NQ76	56955
O43493	10618
O43464	27429
Q9H5J8	79101
Q9H0U6	29074
Q9P0S9	51522
Q8TD47	140032
Q8N163	57805
Q9P225	146754
P25021	3274
P34910	2124
F5H7C2	8738
