From	To
P14598	653361
O76071	9391
P05543	6906
A8MT70	79740
Q96DG6	134147
Q8N428	57452
P0CG23	54753
Q04759	5588
Q9Y623	4622
P31150	2664
Q8IYE0	57639
Q96BU1	64766
Q9BXA5	56670
P49711	10664
Q49MG5	79884
Q9NR09	57448
O14625	6373
P78415	79191
O95279	8645
Q7LGC8	9469
P38435	2677
Q9H306	64066
E7EM75	80731
Q8TBG9	132204
O00462	4126
Q8IVT2	126353
P13010	7520
Q6DHV7	161823
Q7Z7C8	129685
Q9ULI2	57494
O95372	11313
Q16613	15
Q8NCM2	27133
Q9UBM7	1717
P11836	931
Q6PIU1	27012
Q15760	2842
Q8NCR6	84688
Q9UGM1	55584
Q9BRJ6	84310
Q9BVG9	81490
Q5XKE5	338785
P48729	1452
Q8WUE5	54967
Q9UBR1	51733
A0A087X2D4	221
Q96E93	10219
P62699	51646
O95715	9547
Q15334	3996
E9PCP0	2784
Q7Z5Y7	222658
Q9H0F5	152006
O15016	9866
Q6PF05	153657
Q5SXM8	728489
P41225	6658
Q9BQ69	28992
O15264	5603
P17483	3214
P51636	858
Q7Z3B4	53371
P09228	1470
Q69YQ0	23384
Q8IWT6	56262
Q08495	2039
A0A087WZE9	9324
O95905	11319
P56703	7473
O95391	10569
Q9H1C0	57121
Q3V6T2	55704
Q96MP8	154881
A0A087X2I1	5706
Q9BT25	93323
E5RGB3	23087
Q96MK3	54757
Q9Y6G3	28977
J3KNC9	10143
A0PJZ3	727936
Q8IWI9	23269
P02461	1281
P62891	6170
Q9BXN1	54829
Q8TAE6	81706
Q2UY09	340267
P26006	3675
Q9H1H1	149699
Q9UKG4	26266
O94892	9668
P28347	7003
Q6ZW61	166379
P18084	3693
P12018	7441
O94966	10869
Q8N357	54978
Q86V42	220108
Q6IEE8	100506736
A0A087WYR0	6728
A8MYK1	107987373
A8MYK1	6150
P02790	3263
Q8WV28	29760
P22102	2618
Q9GZN0	54112
Q86YC2	79728
A0A0J9YYF7	23500
A0A0A0MT83	3712
O95153	9256
Q9UJX2	8697
Q9UKI2	10602
P12074	1337
Q9Y448	90417
Q9UMY4	29934
Q2VPA4	1379
Q8N6S5	151188
O75674	10040
O75106	314
P00338	3939
Q8N2H4	90196
P01023	2
O95859	23554
O15527	4968
J3KS52	146722
O00482	2494
P51151	9367
O00442	8634
A6QL63	121551
Q9NV64	55254
P36405	403
P12532	1159
P12532	548596
Q9Y2Y9	51621
Q9H425	84886
Q9NV56	55257
Q7L1T6	51167
P46939	7402
Q96JB5	80279
Q16515	40
Q7Z7M0	1954
O75953	25822
Q8NC24	285613
P47901	553
Q9H808	79816
Q15464	6461
Q96A08	255626
Q99678	2843
P36269	2687
Q9HAW0	55290
Q495C1	285498
Q9Y5H1	56113
P49756	58517
Q7Z692	56971
Q8N139	23460
O94989	22899
Q9NSC5	9454
Q5JTB6	219348
Q9BU64	79172
Q8WX39	392399
O14802	11128
P36543	529
O96024	8705
Q7Z2K8	114787
Q7L592	55471
Q8N4G2	80117
O43353	8767
Q9Y215	8292
P56270	4150
Q8NCG5	10164
B7ZBD5	11159
O60909	8704
O00571	1654
Q9H5Z6	79843
Q9H5Y7	84189
P42263	2892
P09630	3223
B4DZG1	22823
A0A087X0Y2	7404
Q86YT6	57534
Q9HBU1	56033
Q7RTU3	167826
O75818	10799
Q9BQI7	84249
Q9H1C3	83468
Q9BZQ6	80267
Q8IY34	51296
Q9NSD7	51289
P56545	1488
Q8NFZ8	199731
Q9BUB4	23536
Q9H4X1	28984
O43543	7516
P28698	7593
Q6UWY5	283298
Q99704	1796
Q969X6	84916
Q9UBX8	9331
Q8TBB6	57709
Q96A11	89792
Q495X7	166655
Q5VWQ0	54665
P81534	414325
P81534	55894
Q6IPT2	112703
Q9P0J1	54704
Q9HAV5	60401
Q8TDF6	115727
Q9BZL1	59286
Q15555	10982
Q17R55	148109
Q9H4A9	64174
Q9GZT6	60492
P31268	3204
P57076	56683
Q8IUH4	54503
Q8IXX5	92703
Q8WVF1	127700
A0A0G2JH32	286128
P43628	3804
Q6PH81	388272
J3KQS6	29086
Q9NRR3	56990
Q86SQ4	57211
Q9Y5H9	56146
Q9UJW2	27283
Q96LD4	91107
Q92952	3780
P39059	1306
Q8IV16	338328
P61371	3670
Q96MW1	124808
Q6ZW05	442213
Q7L190	55211
Q59FP8	4756
Q9UL52	28983
Q9UHP6	27156
Q9BV87	27013
A5PKW4	5662
Q8IYA6	150468
Q8TC90	196477
Q7Z7B0	27145
P55344	3982
Q9UL46	5721
P51812	6197
Q9UMR3	57057
Q8NA72	134359
P60228	3646
Q8J025	147495
O14595	10106
O43676	4709
Q9Y2G8	23341
O14958	845
Q86W33	131601
Q9NRP4	57001
Q969F8	84634
B4DY26	7046
P20800	1907
Q8N0W3	197258
Q12906	3609
O14949	27089
Q9Y2E8	23315
Q13421	10232
P42338	5291
P41271	100532736
P41271	4681
A6NJ69	492311
Q5VU92	139170
Q01813	5214
Q8N4W6	79962
F5H658	1659
Q8WZ60	89857
P55010	1983
A0A0A0MSY9	2145
Q9Y646	10404
O60496	9046
Q9NVV4	55149
P28289	7111
P55854	6612
Q6UWM9	79799
Q8IW70	441151
Q5M7Z0	51136
Q9NXG0	54875
O60732	9947
P05198	1965
Q8WYA1	56938
O95049	27134
Q9H313	57348
P54253	6310
Q5CZC0	401024
A0A0A0MRJ9	257106
Q96IY1	25936
Q96RP8	3743
P11801	5681
P05154	5104
G5E975	6598
Q9BUR4	55135
Q9UK11	7766
Q15113	5118
P23280	765
O95721	9342
P12830	999
Q8IZS6	6991
Q1RMZ1	154743
Q6ZRY4	348093
P81274	29899
Q8IVS8	132158
A2PYH4	164045
Q8IYM1	124404
P12268	3615
A6BM72	84465
P10586	5792
Q96D59	138065
Q9Y333	57819
Q5SRE5	23511
A0A0A6YY94	63923
P07327	124
Q96LA9	117196
Q9UHK6	23600
Q9Y4P8	26100
Q86Y39	126328
P80511	6283
A0A0C4DFY5	55890
Q13474	1821
Q9H492	84557
Q6GMV2	10322
Q8N130	142680
Q9P000	29099
Q8TAE8	90480
P43034	5048
P24855	1773
Q3ZCV2	163747
P62877	9978
Q9C0E2	64328
Q16763	27338
B7Z4D2	55638
P31358	1043
O43747	164
Q92911	6528
A6NC98	283234
Q4ZG55	9687
O00253	181
A0A087WXF8	51538
Q6MZW2	23105
Q9H2P9	51611
Q86SR1	55568
Q15843	4738
Q86VD7	284439
P17482	3219
O95376	10425
Q86Y13	9666
Q9BRP1	84306
Q8N9S9	169166
Q92828	7464
P55263	132
J3QT09	57337
Q6PCB8	133418
P31327	1373
Q04695	3872
A6NHC0	388743
Q15928	7700
Q9NRS6	29907
Q6ZNG1	162966
Q5EBL8	51248
F5GX32	5893
Q96T23	51773
Q9H2A7	58191
Q9Y2R9	51081
P16050	246
Q16560	11066
O00487	10213
O15078	80184
Q6T423	387601
P21731	6915
Q86SQ0	90102
E5KP25	4595
O15444	6370
P20701	3683
Q12864	1015
Q8WUM9	6574
P04066	2517
Q8N157	54806
Q96GV9	90355
Q9UHB7	27125
Q13608	5190
Q0VDI3	64417
P05107	3689
Q9H2S6	64102
Q9UD71	84152
P98177	4303
Q6UWV2	196264
P78383	10237
Q13227	2874
A0A087WZT4	26279
P08727	3880
Q14847	3927
Q08AE8	56907
O75127	26024
J3KPP4	51747
Q9NUI1	26063
Q9NU22	23195
Q9HAV4	57510
P30990	4922
Q9NZ52	23163
Q96JP9	92211
Q7Z443	342372
Q96H40	90649
Q8TDZ2	64780
Q8IV04	374403
Q92664	2971
P13667	9601
Q16589	901
Q96DR4	134429
Q9NTJ5	22908
Q9BRR9	64333
P04234	915
Q6ZUK4	219623
A0A0A6YYB8	9353
Q7Z6E9	5930
Q9Y2G4	22881
Q6ZNE9	285180
A5YKK6	23019
O15084	23243
Q15645	9319
Q8NG95	390883
Q6ZRV2	286077
P42702	3977
Q6PI78	157378
Q12840	3798
P23468	5789
A0A0A0MT22	5788
Q9BXL6	79092
Q8IZT8	222537
P13747	3133
A0A0D9SGJ6	8867
Q9H112	140880
A0A087WU90	2215
Q96EK5	26128
Q86UP9	375612
A0A0A0MT16	154664
Q7Z2G1	158983
Q9H2K8	51347
A6NGB7	100130519
P48764	6550
J3KN32	23186
P01229	3972
Q8NE63	147746
Q5JXC2	60672
Q9Y265	8607
Q9UHC3	9311
C9J167	5395
P36915	2794
Q9NZQ0	51277
Q9UJA2	54675
Q86XJ0	119395
Q6ZNB6	152518
Q6DKK2	54902
P22004	654
P15336	1386
O95395	9245
B1AHC9	2547
P61254	6154
F5H6P7	55110
Q76B58	339479
P28356	3235
Q13976	5592
O75037	23046
Q9P0U4	30827
Q9BVI0	51230
O95427	23556
O95455	23483
P10588	2063
P10114	5911
O15354	2861
Q6B0I6	55693
Q8TF65	54810
O95528	81031
Q13085	31
O60231	8449
P22748	762
O75351	9525
Q6P3S1	163486
A0A0A0MTE2	4008
P17039	90075
Q6PIS1	151295
Q8IYU8	221154
Q96KN2	84735
P57789	54207
Q9UK99	26273
P60985	388533
P01270	5741
Q8TEY7	23032
Q96RJ0	134864
Q58EX7	25894
Q008S8	345930
O43529	9486
A6NKC6	94137
O43749	4992
Q8N635	254528
Q9Y6K8	26289
Q8NEG5	151112
Q9P2H3	57560
Q9H9A6	55631
Q6UX53	196410
Q6ZN01	284358
Q9NW81	55101
Q9Y234	51601
Q5VU57	84871
Q96P31	115352
Q9HCJ0	57690
O95274	27076
Q9BW04	79098
Q14191	7486
O95918	7932
O94887	9855
Q6ZSB9	166793
Q13542	1979
P14543	4811
Q8IX19	199675
Q6XZF7	23268
Q96G27	23559
Q6IF42	442361
Q9UIL1	60592
O75191	9942
Q9ULU8	8618
P10745	5949
Q9UGV2	57446
Q9P0V8	56833
Q96DE0	131870
P38936	1026
D6REB3	57801
Q8IYM0	84070
Q7L8W6	89978
Q8N609	133022
A8K7I4	1179
Q9Y5Q8	9328
O75925	8554
Q8WXH0	23224
Q8NFA0	84669
Q8N539	84929
P50454	871
Q9UHH9	51447
P36873	5501
Q9P246	57620
Q9NYF3	51307
Q9NZC4	26298
Q8TF50	116115
Q4G0X4	283219
P01275	2641
Q8N4T4	84904
Q96AP0	65057
Q96SE7	84671
Q9P2W7	27087
P49674	102800317
P49674	1454
Q8IUH2	200407
Q8N5C8	257397
Q9BZE1	51253
Q9NZ81	54458
P13804	2108
P15531	4830
Q9NYY1	50604
Q5MAI5	344387
Q9ULI3	57493
Q8NFG4	201163
Q5VUJ9	84288
P62952	10904
Q53HC5	55295
P27918	5199
Q9BYD5	84518
Q96BT3	80152
Q8NEM0	79648
P02763	5004
Q8WTT2	64318
Q99572	5027
P53673	1413
Q6NT55	126410
Q06828	2331
Q9Y2Q0	10396
P09234	6631
P55809	5019
Q9BYU1	80714
Q9P0N8	51257
Q1KMD3	221092
Q96LR2	541468
P00519	25
Q9UJ04	23270
Q9BRQ3	84304
Q9H467	79004
Q9NPH2	51477
Q9UPM8	23431
Q5VZL5	9202
C9JJ19	65993
O95398	10411
P07288	354
Q52LA3	91750
Q96BR5	65260
Q2PPJ7	57186
Q8IZJ0	282616
Q14004	8621
Q86WR7	254427
O60232	10534
Q93009	7874
Q13255	2911
P57740	57122
P55000	57152
P25774	1520
Q8WYQ5	54487
Q8N9N8	84285
O15194	10217
Q92953	9312
Q9UJ42	26996
O43242	5709
O43379	284403
Q92630	8445
Q9HB89	10316
Q9UGY1	79159
P59282	122664
Q5T6F2	55833
Q96DZ9	116173
Q14330	2841
Q6NZI2	284119
Q9Y5W7	57231
Q9BZR9	81603
Q86VU5	118881
Q9BYS1	83895
Q9H446	51389
O14818	5688
P51816	2334
O14498	3671
Q9NYW3	50837
Q7Z4G4	60487
Q6IQ22	201475
P08118	4477
Q9H095	84223
Q03519	6891
Q15363	10959
Q9NTG1	10343
O75443	7007
Q15532	6760
Q14206	10231
Q00688	2287
E9PPJ3	219537
P17036	7551
P0DJI8	6288
Q7Z6G8	56899
O75293	4616
P30273	2207
P60896	7979
Q9NWU5	29093
P11049	951
Q9UIG0	9031
Q8WV41	257364
Q6MZM9	401137
Q9NU02	63926
Q8IWB9	55852
Q5SZR1	65005
P02656	345
Q5W111	57213
O95841	9068
Q8NGI9	219981
Q6PJP8	9937
Q9BVG3	55223
O60725	23463
P48546	2696
Q9H427	60598
P40429	23521
P54727	5887
P01241	2688
D4Q8H0	51776
J3QLC7	924
P31751	208
P34982	4991
P13056	7181
P04629	4914
Q6IPT4	606495
Q9BRK3	54587
Q9NPE6	6676
Q6Q788	116519
Q9ULR0	100534599
Q9ULR0	57461
Q6ZMY3	90853
Q9ULR3	57460
P19823	3698
Q6ZNC8	154141
Q92643	10026
Q9NVV2	55150
Q9NQQ7	51006
A0A0D9SEJ8	140883
P11712	1559
Q03692	1300
Q8NG57	162699
A0A087WYR8	64072
Q8IWX8	10523
Q15906	6944
P22830	2235
P56693	6663
Q96SQ9	29785
P48637	2937
Q5GJ75	388121
O75954	10867
Q9UIL8	51131
A0A0G2JL69	717
Q8NI77	81930
E9PH57	6925
Q8N2R0	116039
P18754	1104
Q8WVM8	23256
O75161	261734
Q6UWN5	284348
P09669	1345
Q9H2P0	23394
Q8NHW3	389692
Q9UIW0	25806
P62314	6632
Q9BU89	83475
P61956	6613
P30419	4836
Q9H7L9	64426
Q9UKF5	11086
Q8NDC0	93487
Q3SYG4	27241
P29622	5267
O43759	9145
B3KT61	138046
Q15013	9587
P0DI81	6399
F5H1T8	6997
B1AMU3	51013
Q96FV2	90507
Q8N1W2	374655
O15371	8664
Q8NH90	390181
O94782	7398
Q9BU40	91851
O43889	10488
Q96PN6	55811
Q5GAN6	338879
M0R2Z9	10147
A0A087X143	389610
Q9H2J7	55117
F6UZG9	84893
Q5VY43	375033
Q7Z388	286148
Q8TDD2	121340
P13984	2963
O60331	23396
D6W5Y5	1153
Q9UHN1	11232
P57729	23682
P27482	810
Q16827	5800
Q9NRM6	55540
A2RRD8	162967
Q9UKU6	29953
Q5T5M9	54619
Q9P0J7	56888
Q8NBQ7	282679
O95600	11279
Q9NVH2	25896
Q9P2K5	50804
P16070	960
P23634	493
Q13561	10540
Q96IL0	84334
P50406	3362
Q9UGJ1	27229
A0A087WT65	147798
Q8N386	126364
O14756	8630
Q13627	1859
Q15475	6495
P55769	4809
Q9UL16	25790
Q5M775	92521
Q6N075	84975
Q8NGD4	79544
Q86XN8	399664
Q7RTT9	222962
Q92609	9779
Q15825	8973
Q14807	3835
Q9Y4F3	9665
Q00872	4604
Q9Y3Y4	26108
O75324	8303
Q9H161	60529
G3V4I0	957
Q9NZR1	29767
Q8IXH8	60437
A0A0A0MQW8	23432
Q96NH3	221322
Q96CX3	115560
P04070	5624
Q6IPU0	401541
Q9Y6V7	54555
P23276	3792
Q9NXR8	54556
Q504Y0	221074
Q8WWG9	23704
Q05209	5782
O43237	1783
Q9NP98	58529
Q9Y267	9389
P56278	4515
Q9H7R0	79973
O75376	9611
Q9UPY3	23405
A6NM45	100132463
O95751	23641
Q9NZL3	7767
Q13508	419
Q9BWV2	83890
Q01524	1671
Q9UKU0	23305
O14975	11001
Q53FD0	79696
Q86VD9	80235
P54259	1822
Q01538	4661
Q9BRR0	80317
Q9BT30	84266
Q9NWT6	55662
A0A087WWZ6	56981
Q8WVI0	440957
Q86YD7	55138
O15014	23060
Q9H015	6583
O15111	1147
O60447	7813
P60002	84337
Q9Y247	26240
Q14392	2615
O15258	11079
O00425	10643
A0A024R0T9	344
P31644	2558
Q53GL0	51177
F8VX04	81539
P26640	7407
Q9NW64	55696
O94761	9401
Q93033	9398
Q92541	23168
A0A087WWM3	283238
A8MTQ0	344022
O00338	6819
A0A087WZ19	580
Q8NC60	84273
O60688	29799
Q8IY92	84464
Q32NB8	9489
Q969M1	84134
P63208	6500
Q562F6	151246
P20396	7200
Q9Y639	27020
Q9Y2H2	22876
P15056	673
O75310	10720
P10911	4168
P22352	2878
J3KRN4	4215
Q8NDW8	199223
Q86VW1	85413
A0A087X1S5	2253
A6NKW6	100132916
Q92963	6016
P51511	4324
P51398	7818
Q9Y487	23545
P12755	6497
P09341	2919
F8W7U8	4361
P52954	10660
A0A075B6P0	137682
J3KMX2	6603
Q68DH5	92255
Q8N8Z6	285761
B8ZZI5	8576
E7ETH6	100293516
A0A087WXM9	728637
Q8IZ40	283248
Q9BQ31	3790
Q9NQR9	57818
Q70SY1	64764
Q03518	6890
Q9HA90	79825
O15055	8864
Q8IYU2	57531
O43615	10469
Q9NUL5	55337
O43395	9129
Q9NPB6	50855
O14513	344148
Q9BT09	10695
P15311	7430
Q96MM7	90161
Q9H900	55055
O14893	8487
Q13224	2904
Q9BW60	64834
Q6PJI9	79726
A0AV02	84561
O94829	9670
Q9BYT9	63982
Q86WV1	8631
Q9UJW9	29946
Q8N490	25953
P10635	1565
P42830	6374
P27797	811
Q99788	1240
Q9GZK4	26716
Q8IV76	139135
Q9H8T0	64400
Q99575	10940
Q6PKX4	220164
Q14651	5357
P08217	63036
Q6UXH8	147372
F8W7F7	222068
O75348	9550
P55083	4239
Q9Y5I7	10686
Q9BT88	23208
J3QR46	9674
Q03154	95
Q9UBX7	11012
P13497	649
Q9BZJ6	81491
A0A0D9SEX5	64429
Q5SW24	168002
Q9UJ37	10610
Q9HCM4	57669
Q9BSY9	51029
Q96A28	89886
A0A0C4DFQ5	9622
O95470	8879
Q96D46	51068
Q9BT23	80774
Q13347	8668
Q9HCH3	57699
Q15942	7791
Q12872	6433
Q9HB15	56660
Q8NGI0	390077
Q13217	5611
A0A0C4DGK1	10914
Q8WXQ8	93979
Q8WXF7	51062
Q16829	1849
P00167	1528
Q5HYI7	345778
P57073	30812
O14974	4659
Q9H3C7	79893
Q14183	8448
E9PH64	4715
G3V1B9	10548
C9JMY1	3485
O75531	8815
Q14498	9584
O15353	8456
Q08431	4240
Q6UW01	643866
P40198	1084
P19652	5005
Q96SL4	2882
Q6P1J6	151056
P12724	6037
Q8N140	493861
Q6ZMV9	221458
Q15025	10318
O95747	9943
P78352	1742
Q6WN34	25884
Q9UHQ1	26502
B7Z5R0	65988
Q9UHG0	51473
Q86V85	160897
P23610	474383
P23610	474384
P23610	8263
Q2KHT4	83445
Q9UQB9	6795
P31944	23581
F8WEC7	25888
B9A061	84698
O60285	9891
Q9UPR5	6543
Q8NC54	56951
Q96JF6	84622
P52306	5910
Q8NHB8	402135
Q6ZN32	440695
Q9Y468	26013
P54198	7290
Q8NBF1	148979
Q12830	2186
Q96QE3	79915
O15034	23504
P28335	3358
Q8NGI6	390197
Q9H7P9	64857
Q53EL9	124925
Q92529	53358
P15421	2996
Q92922	6599
Q5JPI9	399818
O00257	8535
Q15306	3662
B7ZAX5	2585
Q96KC9	85438
H0YNK6	7301
Q92575	23190
Q9UDW1	29796
P35219	767
Q96C03	125170
Q9NV31	55272
P12004	5111
Q7Z7L1	91607
P0C7P3	342618
P48444	372
Q8IZK6	255231
O00198	8739
Q66PJ3	51329
P14735	3416
P33402	2977
P19544	7490
Q8NDV2	2849
G4Y816	6620
Q53EQ6	84948
Q8N9M1	126526
Q9NRE1	56547
Q8N612	84067
Q9BTA9	51322
Q9UBW7	7750
Q9Y3D6	51024
Q9BY11	29993
F5H1M8	115294
Q76FK4	55035
P13569	1080
Q5TYW1	26149
Q99871	55559
Q9UKT4	26271
P03905	4538
Q86UN2	146760
Q9NXC5	54468
Q9UNW1	9562
Q14201	10950
E9PDL2	1804
O14967	1047
Q9UH03	55964
Q96LU5	196294
Q86XT2	155382
Q5T4T1	100113407
Q5VWG9	83860
Q9BRT6	84298
Q9ULC6	29943
Q8NHS4	130162
P24071	2204
Q9NWH2	729515
Q96FT7	55515
Q86YJ6	55258
Q12860	1272
Q9NQL9	58524
Q99928	2567
O76011	100653049
O76011	3885
Q96S42	4838
O75553	1600
Q9H1Y3	23596
F5GZV7	6843
Q8NEF9	153443
Q96A70	113451
Q9HBX8	59352
P54296	9172
O43763	3196
P29374	5926
A0A024R571	10938
Q71UM5	51065
Q14588	10780
P40261	4837
P21580	7128
Q6L8Q7	201626
O75558	8676
Q99747	8774
Q8N0U4	222234
Q6ZUB1	286234
P42680	7006
P62917	6132
Q92858	474
Q9GZM5	25844
Q15654	7205
Q9UKZ9	26577
A0A0A0MS43	8273
P0C0S8	8329
P0C0S8	8330
P0C0S8	8332
P0C0S8	8336
P0C0S8	8969
P24298	2875
Q9UHJ3	51460
O60896	10268
P24278	7597
Q96FI4	79661
Q9Y3X0	26093
Q27J81	64423
P40763	6774
Q14642	3632
Q969W3	84923
Q6AZW8	285349
Q5QGZ9	160364
Q5JQF8	340529
Q5JQF8	645974
Q9UQ07	5891
Q96ME7	84450
P63252	3759
Q96AV8	144455
Q4ADV7	57589
Q5VTT5	127294
O95294	8437
P32298	2868
P08861	23436
P51397	1611
Q9BPX1	51171
O95498	8875
Q96LQ0	145376
Q9BT17	92170
Q14694	9100
O00634	4917
Q495M3	153201
P06731	1048
Q8WWM9	114757
Q99958	2303
Q12796	10957
Q8WW12	57092
Q8N335	23171
O95388	8840
Q01449	58498
P04899	2771
O95834	24139
B4DRK2	1501
Q9NRJ4	56995
Q7Z319	8569
Q86Y37	143384
A6NN14	100287226
P54868	3158
Q8N5N7	54534
Q14643	3708
P14927	7381
P54578	9097
P30042	8209
P26885	2286
P48549	3760
E9PAP3	8837
Q8IV38	57037
Q93015	24142
P31997	1088
Q96N76	131669
P22528	6699
P52789	3099
Q8IWC1	79649
Q92995	8975
Q14258	7706
Q9NT99	94030
Q8WW33	121355
F8W8C1	440730
Q14669	9320
Q53R41	79675
O75882	8455
Q14318	23770
P31249	3232
Q9NX58	55646
Q86TI2	91039
O00763	32
Q5EG05	114769
B6ZDN3	341019
A0A087WVS7	27124
P01584	3553
P78367	579
P17027	7571
Q9BST9	6242
P11766	128
Q9HCG7	57704
Q13368	4356
Q00534	1021
A8TX70	256076
Q9HCM7	57666
Q96DR8	118430
A0A0G2JLT7	107987425
Q14863	5463
Q9NWZ8	54960
Q8NFH8	9185
P29371	6870
P36888	2322
Q86T20	221491
Q86UK0	26154
Q6H3X3	353091
P37108	6727
A6NF31	8481
Q2M3D2	90332
Q6ZRP7	169714
Q9NZH0	51704
O43896	10749
Q6N069	79612
Q96AZ1	25895
P11487	2248
Q567U6	54520
Q96LZ3	5535
O15033	9870
O00231	5717
E9PG08	26998
Q9NTN3	23169
O94875	8470
Q6ZT07	23158
Q5T1S8	400746
A2VDF0	282969
E9PIC5	126969
Q5VWP3	90523
Q86TJ5	115196
B7WPD9	55083
Q8TC59	55124
Q9HBE1	23598
Q96EQ0	54557
Q9BSJ2	10844
Q5K4L6	11000
Q9C009	94234
F8W6M3	51304
Q12907	10960
O14730	8780
Q9UPS8	22852
Q9NVH6	55217
Q86VX9	84315
A0A087WVF5	26086
H7C175	9625
Q08629	6695
O95707	10775
P61165	746
Q6ZNB7	392636
Q13145	25805
Q8WU43	150590
Q8WV07	220064
Q9BZX2	7371
Q9HBD1	54542
Q5VUM1	135154
Q9P253	57617
P17019	7562
Q8IYD1	23708
Q9UJ90	23630
P10070	2736
Q8NHV1	168537
Q12996	1479
Q96H22	55839
O43300	26045
O95239	24137
O14791	8542
Q5S007	120892
P46100	546
H3BMD8	10776
O75897	27233
P05455	6741
Q9UPV9	22906
Q9ULZ2	26228
Q9BR61	84320
Q9H255	81285
O94933	22865
Q9H3Z4	80331
A0A087WYM1	835
P54855	7366
Q6ZWT7	129642
Q5T686	60370
Q8NFU5	253430
F5H1Q2	220002
Q9GZN7	79641
Q6UX07	147015
Q14119	7716
Q9NS56	10210
Q9NSB4	3888
Q99418	9266
Q8TB40	63874
Q9Y2H9	22983
Q9BSW2	84766
Q96KW9	122258
Q14185	1793
Q9P2N5	54439
P19440	2678
Q9UPA5	8927
O14594	1463
Q9UPX6	23251
P10915	1404
Q96DN0	121506
P51956	4752
Q9NUC0	56256
H7C2Q8	10969
Q969I6	55089
Q9HB20	65977
Q9P0J6	64979
Q14444	4076
Q9NPC2	51305
P31513	2328
Q8WXI9	57459
O00258	7485
Q9Y5Y4	11251
O94808	9945
P05408	6447
A6NE52	340390
Q9BZI1	153572
Q9H1X3	548645
Q9H1X3	552891
Q96MP5	140831
Q9HC73	64109
A6ND01	390243
Q6XQN6	93100
Q9H3R5	64946
Q8IZ08	64582
O00144	8326
Q96CC6	64285
Q9NR22	56341
Q9BRI3	7780
Q68DX3	143162
Q3SY56	80320
Q8WWG1	145957
Q5HYK7	152503
Q8IZP9	10149
B4DSP0	23089
Q9NVA2	55752
Q49SQ1	2856
Q92537	9766
Q16633	5450
Q9UBI6	55970
K7EIK6	26974
Q8WWB3	143241
P0CG32	644353
O43502	5889
P35573	178
Q6ZQN7	353189
Q9Y4C1	55818
Q9NXK6	54852
A8MX76	440854
Q99611	22928
P05549	7020
P80370	8788
Q8TBC5	65982
Q16696	1553
Q8N8M0	375607
O75888	8741
O43597	10253
Q92613	9767
Q86V48	7798
A6NKF7	643965
Q8NG83	127062
Q13887	688
Q9BXS5	8907
P35452	3238
Q4AC94	26005
P10323	49
O95171	8796
Q9BSE2	84283
Q96RW7	83872
Q8TDM5	171169
P01111	4893
Q9Y375	51103
A0A087WT00	9936
Q6UXY1	80115
E7EMD6	11216
P37287	5277
Q15172	5525
O14598	353513
O14598	9084
Q14773	3386
B4DU55	345462
Q9UI15	29114
Q8NGR6	347169
Q9UM82	9825
M0R2B7	5424
Q8NF99	84307
Q4G0J3	51574
Q7Z5A8	284467
Q56P03	55837
Q8WXC3	260434
Q8N5I4	207063
Q9NSP4	79019
Q8IVS2	27349
Q96S94	81669
F8W1Z2	25875
Q9BY41	55869
Q59H18	100526835
Q59H18	51086
Q14678	23189
O15162	5359
P62244	6210
Q9Y283	27130
Q63HQ0	55435
P15529	4179
P58658	59271
Q9NP50	58516
Q9Y2I7	200576
P0DMC3	100506013
P56856	51208
P15848	411
Q13530	10955
A0A087X090	2224
P33993	4176
Q7RTU1	150921
Q9C0H9	80725
Q8NGR4	392391
O75056	9672
Q96QS3	170302
Q6P1X5	6873
Q8WUN7	92181
P25208	4801
Q76N89	23072
Q8N5M9	84522
Q6PJG6	221927
Q8NCA5	25940
Q5RKV6	118460
Q96P48	116985
P48436	6662
F1T0C9	5015
Q2L4Q9	339105
Q9H3V2	64232
Q8IWB7	57590
Q9GZP8	64073
Q96K37	79939
P13646	3860
I3L3R1	3218
Q5JTZ9	57505
P04808	6013
Q8NFQ6	254240
Q8N8F6	285525
E9PFI2	9515
P27695	328
Q7RTU0	100129654
B2RD01	92806
Q8N8U3	203430
Q9BSE4	64224
P52758	10247
Q8TDI0	26038
Q96A58	85004
Q92600	9125
Q92845	22920
O00716	1871
F1T0J4	3166
Q9NS66	54328
Q9H1E1	84659
Q99684	2672
Q9UNS1	8914
O75896	11334
A0A087X163	22931
E7EWD3	8745
O75718	10491
Q86XU0	342926
Q9BQ95	51295
Q9NUD5	85364
Q5TCS8	221264
Q9Y625	10082
Q8TCY5	56246
Q6NVH7	126074
Q9BSJ8	23344
Q96FC7	84457
P49789	2272
Q8WVX9	84188
Q86TB9	219988
Q9UM73	238
O75771	5892
A6NFN3	146713
Q15293	5954
Q9H1J1	65110
Q9Y279	11326
P22392	4831
P22392	654364
H9KV29	10326
P78371	10576
J3KPY9	118429
Q9NPD5	28234
Q99626	1045
Q06210	2673
Q96DH6	124540
Q9UIW2	5361
Q13137	10241
Q5T751	353133
Q9BTN0	79414
Q16610	1893
O15405	27324
P62269	6222
Q49AJ0	51059
Q5SVQ8	360023
Q8WWU5	6954
O76070	6623
Q9H3W5	54674
O15547	9127
Q5T6X4	221303
P07357	731
Q9UBC2	58513
Q96A09	115572
Q9H6V9	60526
Q96GW9	92935
P78316	8602
Q8NA77	400629
